id,Start_minutes,End_minutes,X,Y,Team,Action,Half,Player_Name,next_player,next_action,next_x,next_y,event_id,next_team,next_event_id,xt_value,Date,Game,League,Manager,Match_ID,Season,Opposition_Team,Shots,SoT,Goals_scored,Goals_conceded,Accurate passes,Inaccurate passes,Passes,xG,Unnamed: 31,XG,Team.1,Unnamed: 34
1,0,0.3,48.8,54.8,Mamelodi Sundowns,Inaccurate passes,1st half,Lyle Lakay,Lyle Lakay,Lost balls,94.8,50.1,0,Mamelodi Sundowns,1,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
5,0,0.17,43.4,49.2,Mamelodi Sundowns,Accurate passes,1st half,George Maluleka,Themba Zwane,Positional attacks,60.3,56.7,3,Mamelodi Sundowns,4,0.00342639,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
9,0,0.25,60.3,56.7,Mamelodi Sundowns,Accurate passes,1st half,Themba Zwane,Lyle Lakay,Positional attacks,59.1,67.8,7,Mamelodi Sundowns,8,-0.00138217,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
11,0,0.23,58,65.7,Mamelodi Sundowns,Accurate passes,1st half,Lyle Lakay,Nkosinathi Sibisi,Positional attacks,94.8,50.1,9,Lamontville Golden Arrows,10,0.04017542,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
16,0.23,0.57,85.6,68,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,Lyle Lakay,Positional attacks,76.2,64.8,11,Mamelodi Sundowns,12,-0.00634183,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
19,0.28,0.62,76.2,64.8,Mamelodi Sundowns,Accurate passes,1st half,Lyle Lakay,Gaston Sirino,Positional attacks,71.6,59.3,12,Mamelodi Sundowns,13,0.00279392,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
22,0.33,0.67,75.9,53.4,Mamelodi Sundowns,Accurate passes,1st half,Gaston Sirino,George Maluleka,Positional attacks,70.7,33.2,14,Mamelodi Sundowns,15,-0.00016372,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
24,0.42,0.75,56.6,23,Mamelodi Sundowns,Accurate passes,1st half,George Maluleka,Brian Onyango,Positional attacks,26.9,26.8,16,Mamelodi Sundowns,17,-0.0055322,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
26,0.47,0.8,26.9,26.8,Mamelodi Sundowns,Accurate passes,1st half,Brian Onyango,Denis Onyango,Positional attacks,13.2,32.4,17,Mamelodi Sundowns,18,-0.00049654,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
29,0.52,0.85,15.2,32.9,Mamelodi Sundowns,Inaccurate passes,1st half,Denis Onyango,Denis Onyango,Lost balls,59.6,68,19,Mamelodi Sundowns,20,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
32,0.68,1.02,49.6,0,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Nkosinathi Sibisi,Positional attacks,34.3,3.9,21,Lamontville Golden Arrows,22,-0.00270685,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
35,0.72,1.05,34.3,3.9,Lamontville Golden Arrows,Accurate passes,1st half,Nkosinathi Sibisi,Siyavuya Ndlovu,Positional attacks,44.5,0.5,22,Lamontville Golden Arrows,23,0.00270685,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
38,0.77,1.1,45.4,0.8,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Siboniso Conco,Positional attacks,58.3,1.4,24,Lamontville Golden Arrows,25,0.00225252,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
39,0.78,1.12,58.3,1.4,Lamontville Golden Arrows,Accurate passes,1st half,Siboniso Conco,Nduduzo Sibiya,Positional attacks,73.9,0.7,25,Lamontville Golden Arrows,26,0.00648533,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
43,0.97,1.3,82.6,12.4,Lamontville Golden Arrows,Accurate passes,1st half,Nduduzo Sibiya,Siboniso Conco,Positional attacks,89.9,11,27,Lamontville Golden Arrows,28,0.0111372,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
46,1.02,1.35,86.6,6.5,Lamontville Golden Arrows,Accurate passes,1st half,Siboniso Conco,Siyavuya Ndlovu,Positional attacks,81.1,0.5,29,Lamontville Golden Arrows,30,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
49,1.05,1.38,76.9,2.4,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Nduduzo Sibiya,Positional attacks,80.9,7.1,31,Lamontville Golden Arrows,32,0.00634183,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
50,1.07,1.4,80.9,7.1,Lamontville Golden Arrows,Accurate passes,1st half,Nduduzo Sibiya,Siboniso Conco,Positional attacks,82.5,0.9,32,Lamontville Golden Arrows,33,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
53,1.08,1.42,82.5,0.9,Lamontville Golden Arrows,Inaccurate passes,1st half,Siboniso Conco,Nduduzo Sibiya,Positional attacks,97.7,2.4,33,Lamontville Golden Arrows,34,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
58,1.45,1.78,16.6,56.8,Mamelodi Sundowns,Accurate passes,1st half,Mosa Lebusa,Denis Onyango,Accurate passes,10.7,38.7,35,Mamelodi Sundowns,36,0.00204133,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
60,1.48,1.82,10.7,38.7,Mamelodi Sundowns,Accurate passes,1st half,Denis Onyango,Brian Onyango,Accurate passes,15.9,17.3,36,Mamelodi Sundowns,37,-0.00104977,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
61,1.53,1.87,15.9,17.3,Mamelodi Sundowns,Accurate passes,1st half,Brian Onyango,Khuliso Mudau,Lost balls,54.8,0,37,Mamelodi Sundowns,38,0.00495851,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
63,1.55,1.88,24.1,2.4,Mamelodi Sundowns,Inaccurate passes,1st half,Khuliso Mudau,Themba Mantshiyane,Accurate passes,58.2,0,39,Lamontville Golden Arrows,40,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
64,1.67,2,46.8,68,Lamontville Golden Arrows,Accurate passes,1st half,Themba Mantshiyane,Thabani Zuke,Accurate passes,30.1,60.8,40,Lamontville Golden Arrows,41,-0.00270685,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
65,1.7,2.03,30.1,60.8,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Nkosingiphile Gumede,Accurate passes,10.8,40.9,41,Lamontville Golden Arrows,42,0.00105063,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
66,1.77,2.1,10.8,40.9,Lamontville Golden Arrows,Accurate passes,1st half,Nkosingiphile Gumede,Nkosinathi Sibisi,Accurate passes,25.4,19.5,42,Lamontville Golden Arrows,43,-0.00081418,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
67,1.8,2.13,25.4,19.5,Lamontville Golden Arrows,Accurate passes,1st half,Nkosinathi Sibisi,Nkosingiphile Gumede,Accurate passes,12.3,40.5,43,Lamontville Golden Arrows,44,0.00081418,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
68,1.83,2.17,12.3,40.5,Lamontville Golden Arrows,Accurate passes,1st half,Nkosingiphile Gumede,Thabani Zuke,Inaccurate passes,25.2,53.6,44,Lamontville Golden Arrows,45,-0.0014034,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
69,1.92,2.25,25.2,53.6,Lamontville Golden Arrows,Inaccurate passes,1st half,Thabani Zuke,Thabani Zuke,Lost balls,105,60.1,45,Lamontville Golden Arrows,46,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
71,2.15,2.48,4.4,32.4,Mamelodi Sundowns,Accurate passes,1st half,Denis Onyango,Mosa Lebusa,Positional attacks,12.8,45.2,47,Mamelodi Sundowns,48,0.00036689,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
76,2.22,2.55,14.5,40,Mamelodi Sundowns,Accurate passes,1st half,Mosa Lebusa,Brian Onyango,Positional attacks,20.6,21.7,49,Mamelodi Sundowns,50,-0.00081418,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
79,2.28,2.62,23.6,20,Mamelodi Sundowns,Accurate passes,1st half,Brian Onyango,George Maluleka,Positional attacks,32.3,16.4,51,Mamelodi Sundowns,52,0.00058186,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
83,2.4,2.73,46.6,15,Mamelodi Sundowns,Accurate passes,1st half,George Maluleka,Peter Shalulile,Positional attacks,72.5,7.3,53,Mamelodi Sundowns,54,0.00737589,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
87,2.43,2.77,74.5,0.7,Mamelodi Sundowns,Accurate passes,1st half,Peter Shalulile,Khuliso Mudau,Unsuccessful dribbles,104.3,7.9,55,Mamelodi Sundowns,56,0.01670461,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
88,2.48,2.82,104.3,7.9,Mamelodi Sundowns,Unsuccessful dribbles,1st half,Khuliso Mudau,Themba Mantshiyane,Successful tackles,0.7,60.1,56,Lamontville Golden Arrows,57,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,0,0,,,,,
95,2.67,3,3.4,33.8,Lamontville Golden Arrows,Accurate passes,1st half,Nkosingiphile Gumede,Thabani Zuke,Positional attacks,5.6,19.2,61,Lamontville Golden Arrows,62,-0.00053066,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
97,2.68,3.02,5.6,19.2,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Siyavuya Ndlovu,Positional attacks,17.2,0.7,62,Lamontville Golden Arrows,63,-0.00108374,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
100,2.78,3.12,24.4,1.5,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Siboniso Conco,Positional attacks,36.7,1.4,64,Lamontville Golden Arrows,65,0.00281413,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
102,2.8,3.13,36.7,1.4,Lamontville Golden Arrows,Accurate passes,1st half,Siboniso Conco,Lungelo Dube,Positional attacks,31.6,10.5,65,Lamontville Golden Arrows,66,-0.00066777,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
105,2.82,3.15,31.6,10.5,Lamontville Golden Arrows,Accurate passes,1st half,Lungelo Dube,Knox Mutizwa,Positional attacks,53.6,11,66,Lamontville Golden Arrows,67,0.00552323,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
114,2.87,3.2,45.9,18,Lamontville Golden Arrows,Accurate passes,1st half,Lungelo Dube,Nduduzo Sibiya,Positional attacks,58.4,21.5,70,Lamontville Golden Arrows,71,0.00256468,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
116,2.93,3.27,54.2,19.8,Lamontville Golden Arrows,Accurate passes,1st half,Nduduzo Sibiya,Knox Mutizwa,Positional attacks,57.8,14.5,72,Lamontville Golden Arrows,73,-0.00073783,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
118,2.95,3.28,57.8,14.5,Lamontville Golden Arrows,Accurate passes,1st half,Knox Mutizwa,Lungelo Dube,Positional attacks,40.9,26.2,73,Lamontville Golden Arrows,74,-0.00349167,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
121,2.98,3.32,40.9,26.2,Lamontville Golden Arrows,Accurate passes,1st half,Lungelo Dube,Nkosinathi Sibisi,Positional attacks,32,32.8,74,Lamontville Golden Arrows,75,-0.0013027,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
124,3.03,3.37,31.6,37,Lamontville Golden Arrows,Accurate passes,1st half,Nkosinathi Sibisi,Thabani Zuke,Positional attacks,33.8,21.9,76,Lamontville Golden Arrows,77,-0.00021914,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
126,3.05,3.38,33.8,21.9,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Siyavuya Ndlovu,Positional attacks,43.9,1.1,77,Lamontville Golden Arrows,78,0.00137882,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
128,3.12,3.45,40.6,0.8,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Thabani Zuke,Positional attacks,29.5,7.6,79,Lamontville Golden Arrows,80,-0.00148608,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
132,3.18,3.52,29.4,12.3,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Nkosinathi Sibisi,Positional attacks,18.2,36.5,81,Lamontville Golden Arrows,82,-0.00042941,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
134,3.23,3.57,19.2,36.8,Lamontville Golden Arrows,Inaccurate passes,1st half,Nkosinathi Sibisi,Nkosinathi Sibisi,Opp half lost balls,22.2,38.4,83,Lamontville Golden Arrows,84,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
144,3.28,3.62,81.1,23.1,Mamelodi Sundowns,Accurate passes,1st half,Peter Shalulile,Gaston Sirino,Counter-attacks,79.5,33.3,89,Mamelodi Sundowns,90,0.00656124,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
149,3.32,3.65,81.6,31.7,Mamelodi Sundowns,Shots,1st half,Gaston Sirino,Gaston Sirino,Counter-attacks,81.6,31.7,92,Mamelodi Sundowns,92,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,1,0,0,0,0,0,0,,,,,
152,4.13,4.47,12.9,19.4,Lamontville Golden Arrows,Accurate passes,1st half,Nkosingiphile Gumede,Thabani Zuke,Positional attacks,23.3,2.6,93,Lamontville Golden Arrows,94,-0.00132891,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
154,4.17,4.5,23.3,2.6,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Lungelo Dube,Positional attacks,37,13.7,94,Lamontville Golden Arrows,95,0.00369865,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
155,4.2,4.53,37,13.7,Lamontville Golden Arrows,Accurate passes,1st half,Lungelo Dube,Siboniso Conco,Positional attacks,49,12.1,95,Lamontville Golden Arrows,96,0.00169821,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
160,4.32,4.65,55.2,15,Lamontville Golden Arrows,Inaccurate passes,1st half,Siboniso Conco,Brian Onyango,Positional attacks,78.2,20.5,98,Mamelodi Sundowns,99,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
163,4.37,4.7,26.8,47.5,Mamelodi Sundowns,Accurate passes,1st half,Brian Onyango,Mosa Lebusa,Accurate passes,33.7,43.6,99,Mamelodi Sundowns,100,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
164,4.38,4.72,33.7,43.6,Mamelodi Sundowns,Accurate passes,1st half,Mosa Lebusa,Andile Jali,Inaccurate passes,37.3,39.7,100,Mamelodi Sundowns,101,0.00152184,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
165,4.42,4.75,37.3,39.7,Mamelodi Sundowns,Inaccurate passes,1st half,Andile Jali,Andile Jali,Lost balls,69.6,35.2,101,Mamelodi Sundowns,102,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
167,4.45,4.78,35.4,32.8,Lamontville Golden Arrows,Accurate passes,1st half,Nkosinathi Sibisi,Lungelo Dube,Positional attacks,46.2,23.1,103,Lamontville Golden Arrows,104,0.00166482,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
171,4.48,4.82,46.2,23.1,Lamontville Golden Arrows,Accurate passes,1st half,Lungelo Dube,Siboniso Conco,Positional attacks,59.4,11.1,104,Lamontville Golden Arrows,105,0.00182685,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
177,4.53,4.87,51.3,58.4,Mamelodi Sundowns,Inaccurate passes,1st half,Bradley Ralani,Siboniso Conco,Positional attacks,47.7,57.2,106,Lamontville Golden Arrows,107,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
183,4.58,4.92,44,1.1,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Thabani Zuke,Positional attacks,32,9.7,109,Lamontville Golden Arrows,110,-0.00188854,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
186,4.6,4.93,32,9.7,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Lungelo Dube,Positional attacks,44.1,7.3,110,Lamontville Golden Arrows,111,0.00188854,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
191,4.7,5.03,44.1,2.9,Lamontville Golden Arrows,Accurate passes,1st half,Lungelo Dube,Siboniso Conco,Positional attacks,57.7,1.8,113,Lamontville Golden Arrows,114,0.00225252,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
193,4.72,5.05,57.7,1.8,Lamontville Golden Arrows,Accurate passes,1st half,Siboniso Conco,Siyavuya Ndlovu,Positional attacks,47,13,114,Lamontville Golden Arrows,115,-0.00089056,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
194,4.75,5.08,47,13,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Nkosinathi Sibisi,Positional attacks,31.6,29.8,115,Lamontville Golden Arrows,116,-0.00252164,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
197,4.82,5.15,32.9,30.8,Lamontville Golden Arrows,Accurate passes,1st half,Nkosinathi Sibisi,Nduduzo Sibiya,Positional attacks,52,42.7,117,Lamontville Golden Arrows,118,0.00296752,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
200,4.92,5.25,31.1,49.4,Lamontville Golden Arrows,Accurate passes,1st half,Nduduzo Sibiya,Nqobeko Dlamini,Positional attacks,42.2,43,119,Lamontville Golden Arrows,120,0.00158712,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
203,4.98,5.32,44.2,34.1,Lamontville Golden Arrows,Accurate passes,1st half,Nqobeko Dlamini,Thabani Zuke,Positional attacks,33.3,33.7,121,Lamontville Golden Arrows,122,-0.00352222,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
205,5,5.33,33.3,33.7,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Nqobeko Dlamini,Positional attacks,47.4,30.8,122,Lamontville Golden Arrows,123,0.00352222,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
207,5.02,5.35,47.4,30.8,Lamontville Golden Arrows,Accurate passes,1st half,Nqobeko Dlamini,Siboniso Conco,Positional attacks,60.6,21.7,123,Lamontville Golden Arrows,124,0.00200998,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
