id,Start_minutes,End_minutes,X,Y,Team,Action,Half,Player_Name,next_player,next_action,next_x,next_y,event_id,next_team,next_event_id,xt_value,Date,Game,League,Manager,Match_ID,Season,Opposition_Team,Shots,SoT,Goals_scored,Goals_conceded,Accurate passes,Inaccurate passes,Passes,xG,Unnamed: 31,XG,Team.1,Unnamed: 34
736,19.35,19.68,95.3,64.9,Mamelodi Sundowns,Inaccurate passes,1st half,Lyle Lakay,Nkosinathi Sibisi,Positional attacks,99.6,33.5,422,Lamontville Golden Arrows,423,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
740,19.4,19.73,31.6,38.5,Lamontville Golden Arrows,Inaccurate passes,1st half,Pule Mmodi,Andile Jali,Positional attacks,36,42.4,424,Mamelodi Sundowns,425,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
746,19.43,19.77,69,25.6,Mamelodi Sundowns,Accurate passes,1st half,Andile Jali,Khuliso Mudau,Positional attacks,76.4,9.7,425,Mamelodi Sundowns,426,0.00404451,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
748,19.47,19.8,76.4,9.7,Mamelodi Sundowns,Accurate passes,1st half,Khuliso Mudau,Themba Zwane,Positional attacks,83.9,8.6,426,Mamelodi Sundowns,427,0.00551751,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
751,19.5,19.83,83.9,8.6,Mamelodi Sundowns,Accurate passes,1st half,Themba Zwane,Khuliso Mudau,Positional attacks,82.3,12.8,427,Mamelodi Sundowns,428,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
754,19.55,19.88,86.9,22.5,Mamelodi Sundowns,Inaccurate passes,1st half,Khuliso Mudau,Nkosinathi Sibisi,Positional attacks,90.7,22.2,429,Lamontville Golden Arrows,430,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
758,19.57,19.9,84.6,18.8,Mamelodi Sundowns,Accurate passes,1st half,Themba Zwane,Lyle Lakay,Positional attacks,79.9,35.7,431,Mamelodi Sundowns,432,0.00656124,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
764,19.62,19.95,79.9,35.7,Mamelodi Sundowns,Accurate passes,1st half,Lyle Lakay,Bradley Ralani,Positional attacks,77.5,34.4,432,Mamelodi Sundowns,433,-0.01126177,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
765,19.63,19.97,77.5,34.4,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,George Maluleka,Positional attacks,73.8,48.4,433,Mamelodi Sundowns,434,0.00027091,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
767,19.7,20.03,73.8,48.4,Mamelodi Sundowns,Accurate passes,1st half,George Maluleka,Lyle Lakay,Positional attacks,80.9,61.8,434,Mamelodi Sundowns,435,0.00344072,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
771,19.77,20.1,77.7,65.2,Mamelodi Sundowns,Accurate passes,1st half,Lyle Lakay,George Maluleka,Positional attacks,69.8,60.2,436,Mamelodi Sundowns,437,-0.00377069,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
773,19.78,20.12,69.8,60.2,Mamelodi Sundowns,Accurate passes,1st half,George Maluleka,Bradley Ralani,Positional attacks,62.3,48.2,437,Mamelodi Sundowns,438,0.00190072,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
775,19.82,20.15,62.3,48.2,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,Lyle Lakay,Passes into the penalty box,72.6,66.1,438,Mamelodi Sundowns,439,0.00186997,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
776,19.87,20.2,72.6,66.1,Mamelodi Sundowns,Inaccurate passes,1st half,Lyle Lakay,Lyle Lakay,Lost balls,90.9,42.5,439,Mamelodi Sundowns,440,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
782,20.48,21.32,105,0,Mamelodi Sundowns,Assists,1st half,Lyle Lakay,Nkosingiphile Gumede,Goals conceded,101.2,35.6,443,Lamontville Golden Arrows,444,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,0,0,,,,,
784,20.5,21.33,101.2,35.6,Mamelodi Sundowns,Goals,1st half,Peter Shalulile,Lyle Lakay,Passes into the penalty box,105,34,445,Mamelodi Sundowns,446,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,1,0,0,0,0,,,,,
792,21.72,22.05,52.5,34,Lamontville Golden Arrows,Accurate passes,1st half,Siboniso Conco,Nduduzo Sibiya,Positional attacks,51.1,33.8,449,Lamontville Golden Arrows,450,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
794,21.75,22.08,51.1,33.8,Lamontville Golden Arrows,Accurate passes,1st half,Nduduzo Sibiya,Siboniso Conco,Positional attacks,57.3,27.3,450,Lamontville Golden Arrows,451,0.0020493,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
796,21.75,22.08,57.3,27.3,Lamontville Golden Arrows,Accurate passes,1st half,Siboniso Conco,Siyavuya Ndlovu,Positional attacks,42.4,10.1,451,Lamontville Golden Arrows,452,-0.00474809,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
797,21.78,22.12,42.4,10.1,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Thabani Zuke,Positional attacks,28.1,16.4,452,Lamontville Golden Arrows,453,-0.00155229,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
800,21.83,22.17,28.1,16.4,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Nkosinathi Sibisi,Positional attacks,28.7,37.1,453,Lamontville Golden Arrows,454,0.00072886,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
801,21.88,22.22,28.7,37.1,Lamontville Golden Arrows,Accurate passes,1st half,Nkosinathi Sibisi,Nqobeko Dlamini,Positional attacks,36.6,35.5,454,Lamontville Golden Arrows,455,0.0013027,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
807,21.92,22.25,39.3,40,Lamontville Golden Arrows,Inaccurate passes,1st half,Nqobeko Dlamini,Knox Mutizwa,Positional attacks,85.2,34.1,457,Lamontville Golden Arrows,458,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
815,22.1,22.43,47.8,54.9,Mamelodi Sundowns,Unsuccessful dribbles,1st half,Andile Jali,Andile Jali,Challenges lost,47.8,54.9,463,Mamelodi Sundowns,463,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,0,0,,,,,
821,22.15,22.48,61.5,14.4,Lamontville Golden Arrows,Inaccurate passes,1st half,Siboniso Conco,Mosa Lebusa,Positional attacks,81.3,18.2,467,Mamelodi Sundowns,468,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,1,1,,,,,
829,22.18,22.52,23.7,49.8,Mamelodi Sundowns,Accurate passes,1st half,Mosa Lebusa,Andile Jali,Positional attacks,42.5,40.5,468,Mamelodi Sundowns,469,0.00261342,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
830,22.23,22.57,42.5,40.5,Mamelodi Sundowns,Inaccurate passes,1st half,Andile Jali,Nqobeko Dlamini,Positional attacks,50.2,44.4,469,Lamontville Golden Arrows,470,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
835,22.28,22.62,53.9,12.4,Lamontville Golden Arrows,Accurate passes,1st half,Nqobeko Dlamini,Siyavuya Ndlovu,Positional attacks,59.1,1.6,471,Lamontville Golden Arrows,472,-0.00138217,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
837,22.3,22.63,59.1,1.6,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Nqobeko Dlamini,Positional attacks,58.9,10.7,472,Lamontville Golden Arrows,473,0.00138217,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
840,22.33,22.67,58.9,10.7,Lamontville Golden Arrows,Accurate passes,1st half,Nqobeko Dlamini,Siyavuya Ndlovu,Positional attacks,59.4,0.7,473,Lamontville Golden Arrows,474,-0.00138217,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
842,22.35,22.68,59.4,0.7,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Andile Jali,Positional attacks,62.7,16.8,474,Mamelodi Sundowns,475,0.00396751,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
848,22.43,22.77,41.3,48.8,Mamelodi Sundowns,Accurate passes,1st half,Andile Jali,Gaston Sirino,Positional attacks,46.6,40.5,479,Mamelodi Sundowns,480,0.00215424,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
850,22.43,22.77,46.6,40.5,Mamelodi Sundowns,Accurate passes,1st half,Gaston Sirino,Bradley Ralani,Positional attacks,57,66.1,480,Mamelodi Sundowns,481,-0.00011002,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
852,22.5,22.83,57,66.1,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,Gaston Sirino,Positional attacks,49.6,54.4,481,Mamelodi Sundowns,482,-0.00089056,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
854,22.53,22.87,49.6,54.4,Mamelodi Sundowns,Accurate passes,1st half,Gaston Sirino,Themba Zwane,Positional attacks,50.3,61.8,482,Mamelodi Sundowns,483,-0.00136196,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
856,22.58,22.92,50.3,61.8,Mamelodi Sundowns,Accurate passes,1st half,Themba Zwane,Gaston Sirino,Positional attacks,46.6,57.7,483,Mamelodi Sundowns,484,0.00136196,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
858,22.6,22.93,46.6,57.7,Mamelodi Sundowns,Accurate passes,1st half,Gaston Sirino,Bradley Ralani,Positional attacks,60.3,59.1,484,Mamelodi Sundowns,485,0.00227273,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
860,22.63,22.97,60.3,59.1,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,Themba Zwane,Positional attacks,65.5,66.6,485,Mamelodi Sundowns,486,0.00133247,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
861,22.67,23,65.5,66.6,Mamelodi Sundowns,Accurate passes,1st half,Themba Zwane,Bradley Ralani,Positional attacks,59.5,65.4,486,Mamelodi Sundowns,487,-0.00271464,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
864,22.77,23.1,64.9,64.9,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,Lyle Lakay,Inaccurate passes,64.7,67.8,488,Mamelodi Sundowns,489,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
866,22.77,23.1,64.7,67.8,Mamelodi Sundowns,Inaccurate passes,1st half,Lyle Lakay,Lyle Lakay,Lost balls,68.8,68,489,Mamelodi Sundowns,490,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,1,1,,,,,
870,22.85,23.18,33.2,0,Lamontville Golden Arrows,Accurate passes,1st half,Siyavuya Ndlovu,Thabani Zuke,Positional attacks,19.3,7.6,492,Lamontville Golden Arrows,493,-0.00132805,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
873,22.92,23.25,20.9,7.2,Lamontville Golden Arrows,Accurate passes,1st half,Thabani Zuke,Nkosingiphile Gumede,Positional attacks,9.2,20.7,494,Lamontville Golden Arrows,495,0.00132891,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
875,23,23.33,8.3,14.6,Lamontville Golden Arrows,Accurate passes,1st half,Nkosingiphile Gumede,Nkosinathi Sibisi,Positional attacks,9.9,36.4,496,Lamontville Golden Arrows,497,0.0033265,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
878,23.03,23.37,9.9,36.4,Lamontville Golden Arrows,Accurate passes,1st half,Nkosinathi Sibisi,Nduduzo Sibiya,Positional attacks,40.5,17.5,497,Lamontville Golden Arrows,498,0.00186452,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
880,23.07,23.4,40.5,17.5,Lamontville Golden Arrows,Accurate passes,1st half,Nduduzo Sibiya,Siboniso Conco,Positional attacks,56.2,12.5,498,Lamontville Golden Arrows,499,0.00342639,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,1,0,1,,,,,
884,23.1,23.43,56.2,12.5,Lamontville Golden Arrows,Unsuccessful dribbles,1st half,Siboniso Conco,Mosa Lebusa,Successful tackles,48.8,55.5,501,Mamelodi Sundowns,502,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Lehlohonolo Seema,174,2021/22,Mamelodi Sundowns,0,0,0,0,0,0,0,,,,,
888,23.13,23.47,46.3,57.8,Mamelodi Sundowns,Accurate passes,1st half,Mosa Lebusa,Bradley Ralani,Positional attacks,55.6,57.2,504,Mamelodi Sundowns,505,0.00227273,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
890,23.15,23.48,55.6,57.2,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,Lyle Lakay,Positional attacks,49.8,53.7,505,Mamelodi Sundowns,506,-0.00227273,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
891,23.2,23.53,49.8,53.7,Mamelodi Sundowns,Accurate passes,1st half,Lyle Lakay,Andile Jali,Positional attacks,48.6,44,506,Mamelodi Sundowns,507,0.00044588,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
893,23.22,23.55,48.6,44,Mamelodi Sundowns,Accurate passes,1st half,Andile Jali,Brian Onyango,Positional attacks,39.7,43.4,507,Mamelodi Sundowns,508,-0.00159954,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
896,23.23,23.57,39.7,43.4,Mamelodi Sundowns,Accurate passes,1st half,Brian Onyango,Denis Onyango,Positional attacks,11.6,33.3,508,Mamelodi Sundowns,509,-0.00186452,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
898,23.32,23.65,12.4,33,Mamelodi Sundowns,Accurate passes,1st half,Denis Onyango,Mosa Lebusa,Positional attacks,30.1,61.6,510,Mamelodi Sundowns,511,-0.00105063,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
901,23.37,23.7,30.1,61.6,Mamelodi Sundowns,Accurate passes,1st half,Mosa Lebusa,Lyle Lakay,Positional attacks,39.9,53.8,511,Mamelodi Sundowns,512,0.0023706,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
903,23.42,23.75,39.9,53.8,Mamelodi Sundowns,Accurate passes,1st half,Lyle Lakay,Gaston Sirino,Positional attacks,47.6,66.8,512,Mamelodi Sundowns,513,0.00033625,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
905,23.5,23.83,46.6,63.9,Mamelodi Sundowns,Accurate passes,1st half,Gaston Sirino,Mosa Lebusa,Positional attacks,33.5,52,514,Mamelodi Sundowns,515,-0.00188854,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
908,23.53,23.87,33.5,52,Mamelodi Sundowns,Accurate passes,1st half,Mosa Lebusa,Denis Onyango,Positional attacks,16.1,37.2,515,Mamelodi Sundowns,516,0.00023232,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
911,23.65,23.98,17.5,36.9,Mamelodi Sundowns,Accurate passes,1st half,Denis Onyango,Mosa Lebusa,Positional attacks,28,53.4,517,Mamelodi Sundowns,518,-0.00023232,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
913,23.67,24,28,53.4,Mamelodi Sundowns,Accurate passes,1st half,Mosa Lebusa,George Maluleka,Positional attacks,33.3,35.2,518,Mamelodi Sundowns,519,0.00072886,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
914,23.7,24.03,33.3,35.2,Mamelodi Sundowns,Accurate passes,1st half,George Maluleka,Brian Onyango,Positional attacks,30.6,30.4,519,Mamelodi Sundowns,520,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
916,23.75,24.08,30.6,30.4,Mamelodi Sundowns,Accurate passes,1st half,Brian Onyango,Andile Jali,Assists,42,40.3,520,Mamelodi Sundowns,521,0.05310219,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
920,23.8,24.13,42,40.3,Mamelodi Sundowns,Accurate passes,1st half,Andile Jali,Bradley Ralani,Goals conceded,50.9,32.4,522,Lamontville Golden Arrows,523,0.24482716,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
924,23.82,24.15,50.9,32.4,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,Andile Jali,Positional attacks,45.6,37,525,Mamelodi Sundowns,526,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
925,23.82,24.15,45.6,37,Mamelodi Sundowns,Accurate passes,1st half,Andile Jali,Bradley Ralani,Positional attacks,51.8,29.2,521,Mamelodi Sundowns,526,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
918,23.78,24.62,98.1,21.1,Mamelodi Sundowns,Assists,1st half,Themba Zwane,Andile Jali,Positional attacks,97,34,521,Mamelodi Sundowns,522,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,0,0,0,,,,,
922,23.8,24.63,97.1,36.9,Mamelodi Sundowns,Goals,1st half,Peter Shalulile,Bradley Ralani,Positional attacks,105,34,524,Mamelodi Sundowns,525,0,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,1,0,0,0,0,,,,,
930,23.85,24.18,53.8,28,Mamelodi Sundowns,Accurate passes,1st half,Bradley Ralani,Themba Zwane,Positional attacks,61.1,15.4,529,Mamelodi Sundowns,530,0.00127215,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
932,23.88,24.22,61.1,15.4,Mamelodi Sundowns,Accurate passes,1st half,Themba Zwane,Khuliso Mudau,Positional attacks,63.7,1.8,530,Mamelodi Sundowns,531,0.00133247,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
934,23.93,24.27,63.7,1.8,Mamelodi Sundowns,Accurate passes,1st half,Khuliso Mudau,Themba Zwane,Positional attacks,81.6,12.1,531,Mamelodi Sundowns,532,0.01208212,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
936,23.98,24.32,81.6,12.1,Mamelodi Sundowns,Accurate passes,1st half,Themba Zwane,Bradley Ralani,Positional attacks,87.5,21.8,532,Mamelodi Sundowns,533,-0.0009807,12/04/2022,Mamelodi Sundowns vs Lamontville Golden Arrows - 6:0,PSL,Manqoba Mngqithi/Rulani Mokeona,174,2021/22,Lamontville Golden Arrows,0,0,0,0,1,0,1,,,,,
